id,name,profile,role,industry,location,ctc,eligibility,cpi,ctc desc,description,link,skills
2055,insideFPV Ventures Private Limited,Software,"insideFPV build drones for Consumers, Agriculture and Defence. We are India’s first company to provide Plug and Fly FPV drones. We have been featured in SharkTank India Season 2 getting investment from 4 Sharks. insideFPV is recognised among the top 100 emerging startups globally by TIE Global and have been the first runner up in Aarambh 2023 powered by Shiprocket. We are recoginsed by the Indian Army and have been nominated for Forbes Select 200 Companies.",Drone Startup,Surat/India,"10,50,000",1.11E+128,0,"Rs.10,50,000","Develop and maintain software for drones and drone-related systems. Work with engineers and other team members to design and implement new features and functionality. Write, test, and debug code. Optimize code for performance and efficiency. Ensure that the software meets all requirements, including safety, reliability, and security",https://spo-backend.vercel.app/details/2024/2055,"Software Development, Drone Software, Drone Systems, Code Optimization, Performance Optimization"
2056,insideFPV Ventures Private Limited,Software,"insideFPV build drones for Consumers, Agriculture and Defence. We are India’s first company to provide Plug and Fly FPV drones. We have been featured in SharkTank India Season 2 getting investment from 4 Sharks. insideFPV is recognised among the top 100 emerging startups globally by TIE Global and have been the first runner up in Aarambh 2023 powered by Shiprocket. We are recoginsed by the Indian Army and have been nominated for Forbes Select 200 Companies.",Drone Startup,Surat/India,"10,50,000",1.11E+128,0,"CTC Rs.10,50,000","Develop and maintain mobile apps for both iOS and Android devices that allow users to control and operate drones. Ensure that the apps are userfriendly and intuitive, and that they provide all the features and functionality that users need. Work with other engineers and team members to develop new features and functionality for the apps. Fix bugs and troubleshoot any issues that users encounter with the apps. Keep up with the latest trends and developments in mobile app development.",https://spo-backend.vercel.app/details/2024/2056,"iOS, Android, Mobile App Development, Drone Technology, User Interface"
2058,SignDesk,Software,Associate Software Engineer,Private(Product based IT Industry),Bangalore/India,"9,00,000",1.11E+128,0,"Cost to the company: 9LPA (INR), Basic+HRA+Flexible Compensation = 73200 Monthly","We are looking for software developers who are inquisitive and can build scalable, robust, secure and easy-to-maintain software applications. You will be responsible for writing clean, efficient, and maintainable programs, developing scalable & resource-aware software applications, developing modular & reusable software components, maintaining and optimising legacy systems, performing unit testing, identifying and debugging issues, investigating root causes, and implementing appropriate solutions. You will also need to stay updated with the latest software development trends, technologies, and best practices.",https://spo-backend.vercel.app/details/2024/2058,"programming language, reusable software components, database queries, problem-solving, version control"
2059,GLS Services,Core,Operations Engineer ,Oil & Gas Services,UAE/unknown,"31,44,120",1.11E+128,0,"CTC: INR 31,44,120 per annum, Salary: INR 26,55,650 per annum, Bonus: INR 4,00,000 per annum, Insurance: INR 88,520 per annum","GLS Services is looking for Operations Engineers to manage and improve maintenance activities in the oil and gas sector. Responsibilities include overseeing operations, developing strategies, monitoring daily activities, providing technical support, managing supply and logistics, ensuring quality control, and maintaining ISO certifications. You will play a crucial role in providing top-tier solutions to clients and shaping the future of GLS Services.",https://spo-backend.vercel.app/details/2024/2059,"Operations Management, Technical Expertise, Supply & Logistics Management, Quality Control, ISO Certifications"
2061,Taiwan Semiconductor Manufacturing Company,Core,AMS/RF/Si-Ph Design Flow Engineer,Core,Hsinchu/Taiwan,"7,17,384",1.10E+111,0,"The package includes a 12-month base pay, 2-month year-end bonus, profit sharing, 2-month relocation bonus, and a 3-to-5-month sign-on bonus. The base salary and year-end bonus are fixed and recurring; profit sharing is a minimum amount for average performance (top 50%) and recurring; relocation and sign-on bonuses are one-time payments after onboarding.","The role requires you to work with different technology nodes and enable Analog/Custom/Si-Ph flows/methodologies for the different tool sets. Working in a foundry flow team, you will be collaborating with 3rd party EDA tool vendors, analog/RF design teams, model team, advance technology teams and worldwide customers to drive and coordinate effort of developing and validating the most advanced analog/custom design tools, flows and methodologies.",https://spo-backend.vercel.app/details/2024/2061,"Analog Design, Custom Design, Si-Ph Design, EDA Tools, Virtuoso, Custom Compiler"
2062,Taiwan Semiconductor Manufacturing Company,Core,FE Engineer,Core,Hsinchu/Taiwan,"7,16,700",1.10E+111,0,"12-month base pay, 2-month year-end bonus, profit sharing, 2-month relocation bonus, and 3-to-5-month sign on bonus.","Perform front-end related chip implementation tasks including DFT, formal verification, design verification and final pattern generation. Explore and develop innovative testing solutions related to 2.5D/3D stacking dies and process.",https://spo-backend.vercel.app/details/2024/2062,"DFT, formal verification, design verification, pattern generation, 2.5D/3D stacking dies"
2063,Taiwan Semiconductor Manufacturing Company,Core,Physical Design / APR Engineer,Core,Hsinchu/Taiwan,"7,16,794",1.10E+111,0,"Includes 12-month base pay, 2-month year-end bonus, profit sharing, 2-month relocation bonus, and 3-to-5-month sign on bonus. Base Salary, year-end bonus are fixed and recurring; Profit Sharing is minimum amount for an average performance (i.e. top 50%) and recurring; Relocation and sign on bonus are one shot paid after onboard.","Block level Physical Design from floorplan, CTS, P&R, Performance/Power/Area Optimization, Timing Closure, EM/IR and PV fixes, design signoff. Using leading edge technology node with high design complexity including multi-million instance count and multi power domains. Self-motivated, strong ownership and commitment, quick learner, and good teamwork.",https://spo-backend.vercel.app/details/2024/2063,"Floorplan, CTS, P&R, Performance Optimization, Power Optimization, Area Optimization, Timing Closure, EM/IR, PV fixes, Design Signoff"
2064,Taiwan Semiconductor Manufacturing Company,Core,Analog/Mixed-mode Engineer,Core,Hsinchu/Taiwan,"7,18,000",1.10E+111,0,"Includes 12-month base pay, 2-month year-end bonus, profit sharing, 2-month relocation bonus, and 3-to-5-month sign-on bonus. Base salary and year-end bonus are fixed and recurring; profit sharing is a minimum amount for average performance and recurring; relocation and sign-on bonuses are one-time payments after onboarding.","Design analog/mixed-mode circuits using leading-edge technology nodes, collaborate with layout, testing, and CAD engineers, and demonstrate self-motivation, strong ownership, and teamwork.",https://spo-backend.vercel.app/details/2024/2064,"analog circuit design, mixed-mode design, leading-edge technology, layout design, testing, CAD, teamwork"
2065,Taiwan Semiconductor Manufacturing Company,Software,Software Engineer (TSID),Software,Hsinchu/Taiwan,"11,33,000",1.11E+123,0,"CTC includes 12-month base pay, 2-month year-end bonus, profit sharing, 2-month relocation bonus, and 3-to-5-month sign-on bonus.","Join our global systems development team to build world-class factory infrastructure. Develop state-of-the-art code, refactor existing applications, write tests for software quality, apply design principles, and ensure sustainability and performance of software applications. Collaborate with colleagues on design and code reviews, and be willing to learn new IT technologies.",https://spo-backend.vercel.app/details/2024/2065,"software development, software design, code review, testing, performance optimization"
2066,Taiwan Semiconductor Manufacturing Company,Software,Machine Learning Engineer,Software,Hsinchu/Taiwan,"7,15,529",1.11E+115,0,"Including 12-month base pay, 2-month year-end bonus, profit sharing, 2-month relocation bonus, and 3-to-5-month sign on bonus.","Apply data science and machine learning techniques on large data sets of structured, semi-structured unstructured data to discover data insights. Collaborate with business teams (e.g. Operations, R&D, and Supporting) with a healthy sense of exploration and driving business insights. Evaluate and develop new AI solutions based on predictive, behavioral or other models via statistical analysts and use of relevant modeling techniques.",https://spo-backend.vercel.app/details/2024/2066,"Machine Learning, Data Science, Python, Statistical Analysis, AI"
2067,Taiwan Semiconductor Manufacturing Company,Software,Software Engineer (BSID),Software,Hsinchu/Taiwan,"6,08,123",1.11E+128,0,"CTC includes 12-month base pay, 2-month year-end bonus, profit sharing, 2-month relocation bonus, and 3-to-5-month sign on bonus.  Base salary and year-end bonus are fixed and recurring, profit sharing is minimum amount for an average performance, relocation and sign on bonus are one-time payments.","Join our team to develop state-of-the-art code, refactor existing applications, and contribute to software quality through testing, design principles, and ensuring sustainability and performance.  Collaborate with colleagues in design and code reviews, and be willing to learn new IT technologies.",https://spo-backend.vercel.app/details/2024/2067,"software design, software development, code review, testing, performance optimization"
2068,Taiwan Semiconductor Manufacturing Company,Software,IT Infrastructure Engineer  ,Software,Hsinchu/Taiwan,"6,06,834",1.10E+124,0,"CTC includes 12-month base pay, 2-month year-end bonus, profit sharing, 2-month relocation bonus, and 3-to-5-month sign-on bonus.","Responsible for managing and maintaining IT infrastructure, including x86 servers, storage, network, security products, Windows clients, databases, and Docker containers using Kubernetes. You will also work on continuous improvement tasks and research new technologies for productivity enhancement.",https://spo-backend.vercel.app/details/2024/2068,"Linux, Windows, Server Management, Network Management, Security Products, Docker, Kubernetes"
2069,Taiwan Semiconductor Manufacturing Company,Software,Software,Image Processing / Machine Learning Engineer,Hsinchu/Taiwan,"7,16,729",1.11E+113,0,"The package includes 12-month base pay, 2-month year-end bonus, profit sharing, 2-month relocation bonus, and 3-to-5-month sign-on bonus.","The role involves developing image processing and machine learning algorithms for inline defect check using ResNet and UNet models. You will also be responsible for developing CNN models for auto classification, extracting hand-crafted features using computer vision techniques, and implementing TensorFlow or custom functions using GPU (CUDA) coding.",https://spo-backend.vercel.app/details/2024/2069,"ResNet, UNet, CNN, Computer Vision, CUDA"
2070,Taiwan Semiconductor Manufacturing Company,Core,RF Engineer,Core,Hsinchu/Taiwan,"7,18,080",1.10E+111,0,"Including 12-month base pay, 2-month year-end bonus, profit sharing, 2-month relocation bonus, and 3-to-5-month sign on bonus.","Involved in design of RF front end module circuit blocks using Spectre/ADS. Extensive use of electromagnetic simulators such as EMX, HFSS etc. for RF passive blocks is needed. Involve in Design of experiments for Stand alone front end RF devices in specialty CMOS processes. Involve in design of experiments for novel Back end of line devices such as transformers, Inductors and capacitors using standard CMOS proccess metal stack. RF characterization using Spectrum analyzer, network analyzers, Pulsed and passive passive and active loadpull systems. Translate System level and DTCO block level specs into technology figure of merits for benchmarking various technology nodes.",https://spo-backend.vercel.app/details/2024/2070,"RF Circuit design, Spectre, ADS, EMX, HFSS, CMOS, Spectrum Analyzer, Network Analyzers"
2071,Taiwan Semiconductor Manufacturing Company,Core,STDED Engineer,Core,Hsinchu/Taiwan,"7,16,431",1.00E+110,0,"12-month base pay, 2-month year-end bonus, profit sharing, 2-month relocation bonus, and 3-to-5-month sign on bonus.","Develop and improve semiconductor devices to meet customer requirements for specialty technologies, including HV-BCD, Embedded Flash, RF/Analog and CIS technologies. Improve product-grade performance and parametric through device and process optimization. Collaborate with Fab integration and process modules to deliver the most cost-effective device solutions for mass production.",https://spo-backend.vercel.app/details/2024/2071,"Semiconductor devices, HV-BCD, Embedded Flash, RF/Analog, CIS technologies, device optimization, TCAD simulations"
2072,Aditya Birla Science & Technology Company Pvt. Ltd,Core,Scientist-1,Research & Development,Taloja/India,"9,50,000",1.00E+112,0,"Gross- 807900 INR, Basic- 240000 INR","This role involves planning and executing research projects, analyzing scientific data, and contributing to process development, simulation, data analysis, and characterization. You will conduct experiments and simulations for metallurgical/chemical processes, design and perform measurements at the plant/lab, and implement technical solutions onsite. You will also lead secondary data collection, generate new concepts for improvement, and create SOPs for experiments, processes, and equipment. Additionally, you will focus on workplace safety and prepare research reports, publications, and presentations.",https://spo-backend.vercel.app/details/2024/2072,"Data analysis, Process engineering, Simulation, Modelling, Experimentation"
2073,Aditya Birla Science & Technology Company Pvt. Ltd,Core,Scientist-3,Research & Development,Taloja/India,"9,50,000",1.00E+112,0,"Gross: 807900 INR, Basic: 240000 INR","To carry out scientific investigation/research in electro-refining & fire refining of copper. The role involves applying process fundaments & engineering aspects for process improvement, conducting plant trials & experimental work, interpreting modeling & experimental data, delivering technical solutions, ideating new R&D projects, and publishing research in journals and conferences.",https://spo-backend.vercel.app/details/2024/2073,"Electro-refining, Fire refining, Copper, Process design, Plant trials, Data interpretation, Root cause analysis"
2075,Groww,Software,Associate Product Manager,Fintech,Bengaluru/India,"28,00,000",1.11E+128,0,"CTC: 28 LPA (Fixed - 18 Lakhs, Variable - 2 Lakhs, ESOP's - 8 Lakhs, Joining Bonus - 2 Lakhs)","As an Associate Product Manager, you will innovate and execute product initiatives that will delight our customers. You will use a combination of excellent analytical abilities, business discernment, and critical thinking to innovate and build extraordinary experiences that will impact our customers' lives. You will need to thrive and deliver results in a fast-paced and dynamic environment.",https://spo-backend.vercel.app/details/2024/2075,"product management, analytical skills, problem solving, product sense, cross-functional stakeholder management"
2077,HPCL,Core,Officer- Engineering,Oil and Gas PSU,Pan India/India,"16,97,000",1.00E+126,0,CTC of INR 16.97 LPA,Officer- Engineering role at a Pan India Oil and Gas PSU. ,https://spo-backend.vercel.app/details/2024/2077,"Oil and Gas, Engineering, PSU"
2080,Quadeye Securities,Quant,Quantitative Strategist,HFT,Gurgaon/India,"93,00,000",1.10E+124,0,"Base Salary: 50 LPA, Joining Bonus: 10 Lac, Expected Bonus: 25L to INT_MAX, Non-Cash Benefits: 8 Lac","Quadeye is looking to hire Quantitative Strategists who are excited to develop automated strategies for proprietary trading. The strategies would be targeted to explore different exchanges, asset classes and frequencies. You will be working with other exceptional software and quantitative professionals and solve some of the most challenging engineering problems. Your responsibilities will include: Using cutting-edge statistical and machine learning techniques to identify opportunities from terabytes of data, Design and implement trading strategies into a highly optimized and nimble code, Productionize your strategies; investigate, observe and devise new ideas for better and faster predictions.",https://spo-backend.vercel.app/details/2024/2080,"C++, Python, Machine Learning, Data Structures, Algorithms"
2081,Quadeye Securities,Core,Systems Engineer,HFT,Gurgaon/India,"93,00,000",1.10E+124,0,"Base Salary: 50 LPA, Joining Bonus: 10 Lac, Expected Bonus: 25L to INT_MAX, Non-Cash Benefits: 8 Lac","We are looking for high performing individuals to work as Systems Engineers who will be responsible to design the trading systems that are robust, resilient and fast. These systems are used by the firm to execute trading strategies. Your responsibilities will include: Design and implement real-time trade execution and risk management systems with latency sensitivity that runs into nanoseconds Identify bottlenecks in critical path and make the code leaner and faster Researching for newer opportunity to cut latencies in areas such as OS, kernel, networking stack, kernel bypass, low latency system tuning, CPU architecture, robust and scalable algorithms, cache efficient data structures",https://spo-backend.vercel.app/details/2024/2081,"C++, C, data structures, algorithms, object-oriented programming, Linux, Python"
2082,Databricks,Software,Software Engineer,Technology,Bengaluru/India,"14,00,000",1.11E+128,0,$140K + 3750 RSUs (across 4 years),"As a Software Engineer, you will work with the engineering team to build infrastructure and products for the Databricks platform. You will join a cohort of engineers who will build their careers through collaborative projects and learning opportunities. With a dedicated mentor and supportive team, you'll onboard quickly and start contributing to impactful projects.",https://spo-backend.vercel.app/details/2024/2082,"Python, Java, C++, algorithms, data structures"
2086,GLEAN SEARCH TECHNOLOGIES INDIA Pvt. Ltd.,Software,Software Engineer ( India ),Software,Bangalore/India,"1,69,78,000",1.00E+124,0,"CTC: INR 169.78L (40L Base + 5L Benefits + 6000 ESOPs for 4 years( Projected value of ESOPs / per year - Approx 1,24,78,500 * )","Glean is looking for Backend/Infrastructure engineers to build a highly performant, scalable, secure, permissions-aware system that makes all the relevant enterprise knowledge readily available to employees in all contexts of their work. The role provides ample opportunities to work on various aspects of building a modern cloud-native application stack using the latest best practices - examples of some technical challenges you can work on are building a scalable, reliable distributed system and underlying storage, a unified application framework and data model that makes it easy to index diverse sources of information, end-to-end aspects of security - application layer, platform layer as well as IT security, laser focus on making the experience feel instant, while at the same time balancing the system cost implications, and tooling for comprehensive monitoring and deployment of the system in multiple cloud environments.",https://spo-backend.vercel.app/details/2024/2086,"Go, Python, Java, C++, GCP, AWS, Azure"
2087,GLEAN SEARCH TECHNOLOGIES INDIA Pvt. Ltd.,Software,Software Engineer ( US ),Software,Palo Alto/United States,"19,20,000",1.00E+124,0,"CTC: INR 19,20,000 (125,000 USD Base + 25,000 USD Benefits + 1,50,000 USD Estimated ESOPs per year)","Glean is looking for Backend/Infrastructure engineers to build a highly performant, scalable, secure, permissions-aware system that makes all the relevant enterprise knowledge readily available to employees in all contexts of their work. The role provides ample opportunities to work on various aspects of building a modern cloud-native application stack using the latest best practices - examples of some technical challenges you can work on are building a scalable, reliable distributed system and underlying storage, a unified application framework and data model that makes it easy to index diverse sources of information, end-to-end aspects of security - application layer, platform layer as well as IT security, laser focus on making the experience feel instant, while at the same time balancing the system cost implications, and tooling for comprehensive monitoring and deployment of the system in multiple cloud environments.",https://spo-backend.vercel.app/details/2024/2087,"Go, Python, Java, C++, Cloud native development, GCP, AWS, Azure"
2088,Uniorbit Technologies Private Ltd,Analytics & Data Science,Product & Growth Analyst,FinTech,Bengaluru/India,"17,00,000",1.11E+128,0,Rs 15 Lakhs Annual Fixed Pay + Rs 2 Lakhs Joining Bonus + Rs 33670 Gratuity + Rs 10540 Insurance,"Analyze user behavior, metrics, and market trends. Collaborate with cross-functional teams to improve product performance. Create reports and dashboards to inform decision-making.",https://spo-backend.vercel.app/details/2024/2088,"Python, SQL, A/B testing, data visualization, statistical skills"
2089,Svaya Robotics Pvt. Ltd,Core,Control System,"Manufacturing, Developing own Collaborative Robot",Medchal/India,"10,00,000",1.00E+110,0,"10 LPA CTC, 1 lakh performance-based incentives after the first appraisal, 50K stipend during 6 months training period.","Svaya Robotics is looking for a Post Graduate Engineer Trainee to develop and implement high-performance motion and drive controllers for their robots. You will work with a team of engineers on various projects to implement research and innovative ideas to make robots user-friendly and reliable. The role requires strong control systems background and coding skills. You'll develop feedback motion controls, drive controllers, control models, and collaborate with other teams on product development activities.",https://spo-backend.vercel.app/details/2024/2089,"Control theory, System identification, MATLAB/SIMULINK, C/C++, BLDC motors"
2092,Svaya Robotics Pvt. Ltd,Core,Robotics motion Planning,Designing & Manufacturing our own collaborative Robot is Svaya Robots,Hyderabad/India,"10,00,000",1.00E+115,0,10LPA CTC with 1LPA performance based incentives paid on the time of 1st appraisal. 50K stipend/month for the 1st six months training period and 10LPA CTC after completion of training.,"Svaya Robotics is seeking a Post-Graduate Engineer Trainee to develop and implement high performance motion planning and real-time control of its novel human-centered robots and dexterous robotic arms. You will work closely with our multi-disciplinary team of passionate engineers pushing the cutting edge of robotics hardware and software. You will be involved in a rich variety of projects to implement our ongoing research and innovative ideas to make robots simple, convenient, and reliable to work with and alongside people in any environment.",https://spo-backend.vercel.app/details/2024/2092,"rigid-body dynamics, linear algebra, computational mechanics, motion planning, dynamics of multi-degree of freedom systems, MATLAB, SIMULINK, C/C++"
2094,ICICI Lombard GIC LTD,Analytics & Data Science,Senior Manager Actuarial Analyst,General Insurance ,Mumbai/India,"12,00,000",1.11E+123,0,"CTC of 12 LPA, converted to INR 1200000","The candidate will be responsible for data mining using sophisticated methods, developing predictive models using Machine Learning, AI, IoT to estimate cost of insurance, using statistical models for claims reserving and pricing of insurance portfolios, preparing reports for statutory submissions and communicating the findings to management and stakeholder. ",https://spo-backend.vercel.app/details/2024/2094,"Data mining, Machine Learning, AI, IoT, Statistical models, Claims reserving, Pricing, SAS, R, Python"
2095,ICICI Lombard GIC LTD,Analytics & Data Science,Senior Manager Data Scientist,General Insurance,Mumbai/India,"12,30,000",1.11E+123,0,General Insurance Senior Manager Data Scientist in Mumbai,Responsible for translating business requirement into statistical problem statement and for developing and deploying ML/AI solutions to solve business problems. Interact with internal stakeholders to capture business requirements. Translate business requirements into statistical problem statements. Develop Machine Learning and Artificial Intelligence solutions to solve business problems. Present outcomes of these solutions to leadership team in ways that are easy to understand. Deployment of the solution in production environment and ensuring regular tracking of model performance and collection of feedback by collaborating with the relevant stakeholders.,https://spo-backend.vercel.app/details/2024/2095,"Machine Learning, Artificial Intelligence, Statistical problem statements, programming skills, model performance"
2096,ICICI Lombard GIC LTD,Software,Senior Manager Data Engineer,General Insurance,Mumbai/India,"24,00,000",1.11E+123,0,CTC of 24 LPA (INR) per annum,"Responsible for understanding various business requirements, link business data with data captured during business processes, create conceptual/logical data models and churn out data by implementing optimized data management techniques. Responsible for processing large volumes of data, data cleansing & data preparation using SQL, Spark-SQL or Python / PySpark. Responsible for creating notebooks/data pipelines using Azure data factory / data bricks / synapse. Responsible for deployment of ML/AI solutions into cloud. Responsible for automating MIS and different levels of analysis using SAS or SQL.",https://spo-backend.vercel.app/details/2024/2096,"SQL, Spark-SQl, Python, PySpark, Azure data factory / data bricks / synapse"
2097,Trinity Life Sciences,Consulting,Associate,Consulting,Gurgaon/India,"12,00,000",1.11E+128,0,Associate role in Consulting with CTC of 12 LPA in Gurgaon/India.,"This role is for highly skilled individuals who collaborate with teams across offices to deliver strategic and analytical solutions for client situations. The ‘Associate’ role offers learning opportunities in complex data analytics (inferential and descriptive), synthesis, problem-solving, insight generation, and structured communication. Insights projects include opportunity assessments and forecasting, choice-based modeling exercises to assess demand, patient journey evaluation, customer segmentation, market maps, and performance tracking.",https://spo-backend.vercel.app/details/2024/2097,"data analytics, statistical analysis, problem-solving, insight generation, communication"
2098,Hilti Technology Solutions India,Core,Technical Engineer (GET),Engineering ,Pune/India,"19,00,000",1.00E+113,0,"18-20 lacs per annum (Annual Salary of 14.5 lacs + Additional bonus (break up of 4 lacs across 3 years) ; Additional benefits - Relocation of good upto 1.25 lacs, 14 nights of stay, Insurance cover of 50 lacs (one set of parents as well) and others. Exact breakup will be shared & explained in the pre-placement talk","You will join our prestigious GET program in our global Value engineering Hub at Pune in the Energy & Industry business unit. Our select hires from IITs will go through a well-structured program(8 to 12 months) to succeed in the Technical Engineering role. He/she will be well supported by a senior mentor, program buddy and HR support through the initial phase. Initial month will be dedicated for business understanding and Hilti's onboarding & assimilation program followed by dedicated training program to implement their structural engineering knowledge to understand Value engineering at Hilti. You will be provided on the job training along with shadowing our different roles at Value engineering hub.",https://spo-backend.vercel.app/details/2024/2098,"structural engineering, value engineering, post installed anchoring, firestop, cable tray"
2100,Ingram Micro,Software,"IT - SOFTWARE DEVELOPMENT ENGINEER 
",IT DISTRIBUTION,Chennai/India,"18,00,000",1.11E+128,0,"CTC 18 LPA (Fixed CTC + Retirals = 15,15,918 & Variable Pay 284088)","This role involves working on complex engineering solutions within an Agile SCRUM team, focusing on development, testing automation, and quality aspects. You'll collaborate with product owners, participate in code reviews, and ensure adherence to coding standards.  The role requires strong communication and collaboration skills, proficiency in unit testing and coding in Java or C#, and experience with Object-Oriented Design, design patterns, and behavior-driven testing.",https://spo-backend.vercel.app/details/2024/2100,"Java, C#, Object Oriented Design, Design Patterns, Behavior-Driven Testing"
2107,Winzo Games,Software,UI -UX,Core,Delhi/India,"20,00,000",1.00E+71,0,18 Lacs Fixed + 1 Lac Variable + 1 Lac Joining Bonus,"As a UI UX designer, you will be responsible for optimizing existing UI designs, implementing new designs, and creating prototypes. You will be working in a fast-paced environment and will be required to take initiatives, manage multiple projects, and drive execution with stakeholders.",https://spo-backend.vercel.app/details/2024/2107,"UI/UX design, design portfolio, interpersonal and communication skills, critical thinking, problem solving"
2108,Alvarez & Marsal,Consulting,Associate,Management Consulting,Mumbai/India,"18,30,000",1.11E+128,0,Fixed – 14 Lacs + JB – 1 Lac + Guaranteed Bonus – 3.3 Lacs = 18. 3 Lacs CTC,"Work on live transactions and strategy projects, Assist team members on project modules with relevant analysis, Conduct primary research/ industry discussions for collecting market insights, Analyze financial statements including P&L and BS elements, key ratios etc., Build basic income statement and balance sheet analyses, Develop a quick understanding of clients’ businesses and its derivers and leverages the same",https://spo-backend.vercel.app/details/2024/2108,"Financial Analysis, Market Research, Business Analysis, Project Management, Data Analysis"
2110,Menon and Menon Limited,Core,Technical Executive,Manufactruing,Kolhapur/India,"14,00,000",1.00E+128,0,"Rs. 14,00,000/- Per/Annum","You will be part of the in-house Incubation cell working on projects like Aerospace, Hydrogen fuel, and social media platforms. You will work on improving projects in your concerned department alongside existing full-time employees.",https://spo-backend.vercel.app/details/2024/2110,"Aerospace, Hydrogen fuel, social media platform, project management, technical"
2111,AuxoAI,Analytics & Data Science,AI Engineer,Analytics and AI Consulting,Mumbai/India,"25,76,936",1.11E+128,0,"Gross salary: INR 14,00,000 per annum, Joining Bonus: INR 1,00,000, Retention Bonus: INR 10,00,000 (at end of 3 Years)","AuxoAI is seeking AI Engineers to design, develop, and implement AI-driven business copilots that enhance the efficiency and effectiveness of organizations. You'll work on data pre-processing, feature engineering, model training, and optimization of machine learning algorithms. You will also integrate AI copilots into existing systems, analyze data to provide insights, and collaborate with cross-functional teams to understand and address business requirements.",https://spo-backend.vercel.app/details/2024/2111,"TensorFlow, PyTorch, Python, Machine Learning, Deep Learning"
2112,Flipkart,Software,APM- 1,Ecommerce,Bangalore/India,"26,57,000",1.11E+128,0,"26,57,000 CTC [Breakup: 18 LACS BASE + 1,80,000 LACS VARIABLE + 507000 Worth ESOPs) + 169000 BENEFITS COST] *ESOPS vest over 4 Years : 25% in Year 1 & Monthly pro rata for year 2,3 & 4.","The APM program is a two year rotational program that will expose APMs to all portions of the company and to the broad disciplines of business, marketing, product development, brand, and engineering. APMs are given nearly irresponsible levels of responsibility at Flipkart with the intent of providing a fresh look at how things should be done while asking for great progress. APMs are responsible for shipping compelling software on a cross-functional team that delights millions of users everyday.",https://spo-backend.vercel.app/details/2024/2112,"product development, business, marketing, engineering, software"
2115,Zomato,Software,Software Development Engineer 1,Food Tech,Gurgaon/India,"25,00,000",1.11E+128,0,"Annual Fixed Component: INR 20 lakh, Fixed Bonus split over 4 years: INR 32 lakhs",This is a Software Development Engineer 1 role in the Food Tech space. You will be responsible for developing and maintaining software applications. The role offers a fixed annual component of INR 20 lakhs and a fixed bonus spread over 4 years totaling INR 32 lakhs.,https://spo-backend.vercel.app/details/2024/2115,"Software Development, Application Development, Programming, Algorithms, Data Structures"
2116,Barclays,Analytics & Data Science,Decision Analyst,Finance,Noida/India,"15,90,000",1.11E+128,0,Total CTC will be inclusive of Gratuity and EPF,"This role involves working with data and analysis to support decision making across multiple products, with a focus on BUK products. It includes understanding commercial, risk, and regulatory requirements to ensure a high standard of delivery. This role may specialize in areas like Targeting or Segmentation, Pricing, Remediation, Securitisation, Affordability, or Barclays internal Infrastructure.",https://spo-backend.vercel.app/details/2024/2116,"SQL, Python, data analysis, statistical analysis, data warehouse"
2122,TATA 1MG,Software,Associate Product Manager,Management,Gurugram/India,"18,00,000",1.11E+128,0,CTC: 18 LPA (all fixed),"As an Associate Product Manager (APM) at Tata 1mg, you will be responsible for a product's entire lifecycle, including understanding user needs, innovating new products, and managing the product roadmap. You will also collaborate with cross-functional teams to build and launch features.",https://spo-backend.vercel.app/details/2024/2122,"product management, user research, data analysis, product strategy, stakeholder management"
2125,Appy Pie LLP,Software,Software Engineer,Software Development,Noida/India,"12,00,000",1.11E+128,0,"CTC of 12 LPA INR with a 3 month probation period where salary will be paid half, bond of 2 years.","This role involves Research & Development, Cross Platform and Mobile Application Development, Web Development, Product Development. Candidates should be open to working on multiple technologies.",https://spo-backend.vercel.app/details/2024/2125,"Research & Development, Cross Platform Development, Mobile Application Development, Web Development, Product Development"
2126,Samsung Research Institute@ Noida,Core,Engineer - R&D,R&D,Noida/India,"24,50,000",1.10E+124,0,24.5 LPA CTC,"Standardize the software development process to meet the delivery, quality and cost of software. Monitor quality of software development outcomes and continue to improve the process. Understand and apply software process within the organization.",https://spo-backend.vercel.app/details/2024/2126,"C/C++, C#, Java, Agile, Android"
2127,Hilabs,Software,APM - US,Health Care ,Bethesda/USA,"7,88,750",1.11E+128,0,"Total Pay = 788,750 INR (Base Pay = 647,500 INR, Var Pay = 81,250 INR, ESOPs = 56,250 INR with a vesting period of 4 Years)","This role is for an Associate Product Manager (APM) who will drive dynamic product development and ensure exceptional ROI. You'll translate ideas into strategic features, overseeing the product lifecycle from inception to execution. You'll work closely with data scientists and engineers, demonstrate good judgment in high-pressure scenarios, exhibit sound decision-making ability and show willingness to learn. Responsibilities include facilitating alignment between business objectives and customer pain points, gathering quantitative product data and market metrics through meticulous market research, synthesizing customer research to realize the overarching product vision, collaborating seamlessly with diverse teams, leading the implementation of product changes, spearheading the development of new features, transforming intricate product ideas into user-friendly wireframes, understanding the intricacies of the software development lifecycle, and utilizing basic Excel skills for data analysis.",https://spo-backend.vercel.app/details/2024/2127,"product development, data analysis, market research, user experience, software development"
